"Computer date","Tree ID","Date","Maple Species","Latitude","Longitude","Concrete","Habitat","Shade","Tree Circumference_in","Damage","Other Comments","Leaf Color","Leaves Dropping","Fruit","C16-D"
"09/15/2014 - 10:39am",,"9/10/2014","Red Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"crack on side insect damage","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005408:00:00"
"09/15/2014 - 10:39am",,"9/10/2014","Red Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"Our tree has cracks. ","Jake is so cool!!","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","Early:  Only a few ripe fruits are visible (less than 10%)","1005408:00:00"
"09/11/2014 - 10:24am",,"9/10/2014","Silver Maple",,,"No","School paved area","Open (more than 5hr per day of direct sun)",,"A gap on one side of the tree. ","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)","1005408:00:00"
"09/11/2014 - 10:24am",,"9/10/2014","Silver Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"None","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005408:00:00"
"09/11/2014 - 10:26am",,"9/10/2014","Silver Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"crack","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)","1005408:00:00"
"09/11/2014 - 10:36am",,"9/10/2014","Silver Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"none that are visible","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)","1005408:00:00"
"09/11/2014 - 10:39am",,"9/10/2014","Silver Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"None ","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1005408:00:00"
"09/15/2014 - 10:40am",,"9/10/2014","Silver Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"Some split bark.","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1005408:00:00"
"09/15/2014 - 10:40am",,"9/10/2014","Silver Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"Some split bark.","Nature is AWESOME!!!<3","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1005408:00:00"
"09/15/2014 - 10:40am",,"9/10/2014","Silver Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"Some split bark.","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005408:00:00"
"09/11/2014 - 10:25am",,"9/10/2014","Red Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"cracks in bark under limbs","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005408:00:00"
"09/11/2014 - 10:25am",,"9/10/2014","Red Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"Cracks in the bark.","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005408:00:00"
"09/11/2014 - 10:25am",,"9/10/2014","Red Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005408:00:00"
"09/15/2014 - 10:39am",,"9/10/2014","Red Maple",,,"No","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"None","we named our tree bob","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005408:00:00"
"09/11/2014 - 10:24am",,"9/11/2014","Silver Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"","Septic Sam is its name, Norway maple, dark red leaves","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005432:00:00"
"09/19/2014 - 2:21pm",,"9/13/2014","Sugar Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"none","Tree name Eran.","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005480:00:00"
"09/15/2014 - 1:58pm",,"9/15/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"Cacoon","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005528:00:00"
"09/15/2014 - 2:08pm",,"9/15/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005528:00:00"
"09/24/2014 - 2:29pm",,"9/15/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005528:00:00"
"09/15/2014 - 2:02pm",,"9/15/2014","Red Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005528:00:00"
"01/28/2014 - 3:43pm",,"9/15/2014","Sugar Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005528:00:00"
"03/10/2014 - 2:49pm",,"9/15/2014","Sugar Maple",,,"Yes","Home lawn","Partially Shaded (2-5hr per day of direct sun)",,"","There are 365 days in a year, and I spend 364 days eating and watching youtube. ","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005528:00:00"
"09/15/2014 - 2:03pm",,"9/15/2014","Sugar Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005528:00:00"
"09/16/2014 - 8:07am",,"9/16/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"Cut Limbs, Blueish greenish squishy stuff","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005552:00:00"
"09/16/2014 - 8:09am",,"9/16/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"Missing a few limbs","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005552:00:00"
"09/16/2014 - 8:10am",,"9/16/2014","Red Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"the leaves have a deises","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1005552:00:00"
"09/15/2014 - 3:40pm",,"9/16/2014","Sugar Maple",,,"Yes","Home lawn","Partially Shaded (2-5hr per day of direct sun)",,"","","Late:  Most or all leaves have turned color (more than 90%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005552:00:00"
"10/23/2014 - 2:32pm",,"9/17/2014","Norway Maple",,,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",,"","Babe Ruth (Brandon and Zackery comments)","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/18/2014 - 11:27am",,"9/17/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",,"1 broken branch","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1005576:00:00"
"09/18/2014 - 11:28am",,"9/17/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",,"1 broken branch","gets really good shade nice ad cool","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)","1005576:00:00"
"09/19/2014 - 2:17pm",,"9/17/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"No diseases or damages on my tree.","big tree","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/19/2014 - 2:17pm",,"9/17/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"insect damage","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/19/2014 - 2:19pm",,"9/17/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"Fungi, Other tree growing on it.","","Middle: Many leaves have turned color","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/19/2014 - 2:19pm",,"9/17/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1005576:00:00"
"09/19/2014 - 2:20pm",,"9/17/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"Black spots on leaves","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/19/2014 - 2:20pm",,"9/17/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"Black spots on leaves","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/19/2014 - 2:20pm",,"9/17/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"rot  broken limb ","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1005576:00:00"
"09/19/2014 - 2:25pm",,"9/17/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"had dead limbs","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/19/2014 - 2:29pm",,"9/17/2014","Red Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"brown spots on leaves ","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/19/2014 - 2:24pm",,"9/17/2014","Silver Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","nope ","Middle: Many leaves have turned color","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/19/2014 - 2:22pm",,"9/17/2014","Sugar Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"black spots on leaves","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/18/2014 - 8:35am",,"9/17/2014","Sugar Maple",,,"No","City or Community Park (developed)","Partially Shaded (2-5hr per day of direct sun)",,"None","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/18/2014 - 11:40am",,"9/17/2014","Red Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"","There were many ants on the tree.","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/18/2014 - 11:26am",,"9/17/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005576:00:00"
"09/18/2014 - 11:27am",,"9/17/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"","NONE","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1005576:00:00"
